SID|DEPT_DIV|COURSE_NUM|Grade|Year|Quarter|CR|Date
S000579567|LEGAL|215|3.9|2003-2004|Fall|5|11/1/2003
S000579567|LEGAL|205|3.4|2003-2004|Fall|5|11/1/2003
S000579567|LEGAL|228|3.1|2003-2004|Fall|5|11/1/2003
S000579567|LEGAL|200|V|2003-2004|Winter|5|1/2/2004
S000579567|CIS|272|3.7|2003-2004|Winter|5|1/2/2004
S000579567|LEGAL|230|3.3|2003-2004|Winter|5|1/2/2004
S000579567|LEGAL|240|V|2003-2004|Spring|5|5/26/2004
S000579567|LEGAL|220|V|2003-2004|Spring|5|5/26/2004
S000579567|LEGAL|296|S|2003-2004|Spring|2|5/26/2004
S000579567|LEGAL|225|2|2004-2005|Winter|5|2/22/2005
S000579567|LEGAL|296|S|2004-2005|Spring|2|5/24/2005
S000579567|LEGAL|296|I|2004-2005|Spring|2|5/24/2005
S000579567|LEGAL|200|1|2005-2006|Summer|5|8/9/2005
S000579567|LEGAL|296|S|2005-2006|Spring|2|5/25/2006
S000579567|LEGAL|200|4|2006-2007|Summer|5|7/25/2006
S000579567|OSH|160|3.6|2006-2007|Summer|3|7/25/2006
S000579567|SHS|170|S|2006-2007|Summer|1|7/25/2006
S000579567|SHS|117|4|2006-2007|Fall|2|10/28/2006
S000579567|LEGAL|296|4|2006-2007|Fall|1|10/28/2006
S000579567|LEGAL|240|3|2006-2007|Winter|5|2/14/2007
S000579567|LEGAL|297|S|2006-2007|Winter|1|2/14/2007
S000579567|LEGAL|296|S|2006-2007|Winter|1|2/14/2007
S000579567|LEGAL|224|3.6|2006-2007|Spring|5|5/20/2007
S000579567|LEGAL|296|S|2007-2008|Summer|1|7/6/2007
S000579567|ENRGY|102|3.6|2010-2011|Winter|5|1/11/2011
S000579567|ENRGY|100|3.8|2010-2011|Winter|3|1/11/2011
S000579567|ENRGY|105|3.7|2010-2011|Winter|3|1/11/2011
S000579567|CIT|110|4|2010-2011|Winter|2|1/11/2011
S000579820|ECE|208|S|1981-1982|Winter|5|8/5/1962
S000579820|ECE|115|I|1981-1982|Fall|5|8/5/1962
S000579820|SHS|114|2|1981-1982|Fall|5|8/5/1962
S000579820|SHS|112|1|1981-1982|Winter|3|8/5/1962
S000579820|ABE|55|S|2000-2001|Summer|5|7/9/2000
S000579820|BRDGE|87|3.7|2000-2001|Summer|5|7/9/2000
S000579820|MATH|040J|4|2000-2001|Winter|5|1/17/2001
S000579820|BRDGE|88|2.9|2000-2001|Winter|5|1/17/2001
S000579820|BRDGE|88|3.5|2000-2001|Winter|3|1/17/2001
S000579820|BRDGE|90|3.5|2000-2001|Spring|5|4/29/2001
S000579820|MATH|060I|I|2000-2001|Spring|3|4/29/2001
S000579820|BRDGE|88|2|2000-2001|Spring|2|4/29/2001
S000579820|BRDGE|87|1.3|2000-2001|Spring|2|4/29/2001
S000579820|BRDGE|91|3.2|2001-2002|Summer|5|8/21/2001
S000579820|BRDGE|88|2.8|2001-2002|Summer|5|8/21/2001
S000579820|BRDGE|88|3|2001-2002|Fall|5|11/6/2001
S000579820|MATH|040J|2.7|2000-2001|Fall|5|11/6/2001
S000579820|ECE|216|3.6|2001-2002|Fall|4|11/6/2001
S000579820|ECE|236|3.8|2001-2002|Fall|3|11/6/2001
S000579820|BRDGE|87|4|2000-2001|Fall|3|11/6/2001
S000579820|BRDGE|87|3.4|2000-2001|Fall|3|11/6/2001
S000579820|BRDGE|88|4|2000-2001|Fall|2|11/6/2001
S000579820|BRDGE|88|4|2000-2001|Fall|2|11/6/2001
S000579820|BRDGE|87|3|2001-2002|Winter|5|1/29/2002
S000579820|ECE|115|2.9|2001-2002|Winter|5|1/29/2002
S000579820|ECE|239|3.5|2001-2002|Winter|4|1/29/2002
S000579820|BRDGE|88|3.5|2001-2002|Spring|5|4/16/2002
S000579820|ECE|298|4|2001-2002|Spring|4|4/16/2002
S000579820|BRDGE|87|3.3|2001-2002|Spring|3|4/16/2002
S000579820|BRDGE|87|3.7|2002-2003|Summer|3|8/5/2002
S000579820|BUS|130I|3.3|2002-2003|Summer|2|8/5/2002
S000579820|ECE|209|3.9|2002-2003|Fall|5|10/5/2002
S000579820|ECE|218|3.8|2002-2003|Fall|3|10/5/2002
S000579820|ECE|110|3.7|2002-2003|Winter|4|1/3/2003
S000579820|ECE|238|3.8|2002-2003|Spring|4|1/3/2003
S000579820|ECE|117|3.9|2002-2003|Winter|3|1/3/2003
S000579820|ECE|217|3.8|2002-2003|Winter|3|1/3/2003
S000579820|ECE|237|3.7|2002-2003|Winter|3|1/3/2003
S000579820|ECE|243|4|2002-2003|Spring|3|1/3/2003
S000579820|ECE|241|3.5|2002-2003|Spring|3|1/3/2003
S000579820|ECE|170|3.5|2002-2003|Spring|3|1/3/2003
S000579820|ECE|210|3.3|2003-2004|Fall|5|11/1/2003
S000579820|BUS|130I|4|2003-2004|Fall|2|11/1/2003
S000579820|ABE|40|S|2005-2006|Summer|4|8/9/2005
S000579820|ABE|33|U|2005-2006|Fall|10|11/13/2005
S000579820|ABE|032I|S|2005-2006|Fall|1|11/13/2005
S000579820|ABE|43|S|2005-2006|Winter|6|2/5/2006
S000579820|ABE|32|S|2005-2006|Winter|4|2/5/2006
S000579820|ABE|40|S|2006-2007|Fall|2|10/28/2006
S000579820|GED|9|S|2006-2007|Winter|2|2/14/2007
S000579820|BRDGE|87|4|2006-2007|Spring|3|5/20/2007
S000579820|JOBDV|130|S|2006-2007|Spring|2|5/20/2007
S000579820|SPCH|100|1.6|2007-2008|Fall|5|10/31/2007
S000579820|MATH|060I|2.4|2007-2008|Fall|1|10/31/2007
S000579820|HLTH|105|3.4|2007-2008|Winter|4|1/15/2008
S000579820|MATH|060I|2.4|2007-2008|Winter|1|1/15/2008
S000579820|MATH|060I|2.8|2007-2008|Spring|2|4/18/2008
S000579820|MATH|060I|0|2008-2009|Summer|2|8/5/2008
S000579820|MATH|060I|3.3|2008-2009|Winter|1|1/15/2009
S000579820|ANTHR|110|2.7|2008-2009|Spring|4|5/26/2009
S000579820|ANTHR|110L|2.7|2008-2009|Spring|1|5/26/2009
S000579820|MATH|060I|3|2008-2009|Fall|1|11/8/2009
S000579820|MATH|080I|V|2010-2011|Fall|1|11/27/2010
S000579820|SHS|185|2.7|2010-2011|Winter|5|1/11/2011
S000579820|SHS|107|4|2010-2011|Winter|2|1/11/2011
S000580527|HORT|117|3.6|2009-2010|Winter|3.5|2/5/2010
S000580527|HORT|196|3.6|2009-2010|Winter|3|2/5/2010
S000580527|HORT|249|2|2009-2010|Winter|3|2/5/2010
S000580527|HORT|102|2.5|2009-2010|Spring|4|5/25/2010
S000580527|HORT|172|4|2009-2010|Spring|3|5/25/2010
S000580527|HORT|174|2|2010-2011|Summer|3|7/10/2010
S000580527|HORT|207|1|2010-2011|Summer|3|7/10/2010
S000580527|HORT|229|W|2010-2011|Fall|3|11/27/2010
S000580527|HORT|110|W|2010-2011|Fall|3|11/27/2010
S000580527|HORT|279|I|2010-2011|Winter|3|1/11/2011
S000580527|HORT|255|4|2010-2011|Winter|3|1/11/2011
S000580527|HORT|231|S|2010-2011|Winter|1|1/11/2011
S000630545|CONED|200|N|1978-1979|Winter|3|2/3/1979
S000630545|ECE|115|4|2008-2009|Winter|5|1/15/2009
S000630545|ECE|238|4|2008-2009|Winter|3|1/15/2009
S000630545|ECE|237|4|2008-2009|Winter|3|1/15/2009
S000630545|ECE|117|3.7|2008-2009|Winter|2|1/15/2009
S000630545|ECE|208|4|2008-2009|Spring|5|5/26/2009
S000630545|ECE|239|4|2008-2009|Spring|4|5/26/2009
S000630545|ECE|243|4|2008-2009|Spring|3|5/26/2009
S000630545|ECE|216|4|2009-2010|Fall|5|10/1/2009
S000630545|ECE|218|4|2009-2010|Fall|4|10/1/2009
S000630545|ECE|248|4|2009-2010|Fall|3|10/1/2009
S000630545|ECE|236|4|2009-2010|Fall|3|10/1/2009
S000630545|ECE|209|4|2009-2010|Winter|5|2/5/2010
S000630545|ECE|120|4|2009-2010|Winter|5|2/5/2010
S000630545|ECE|110|4|2009-2010|Winter|5|2/5/2010
S000630545|ECE|210|4|2009-2010|Spring|5|5/25/2010
S000630545|ECE|280|4|2009-2010|Spring|4|5/25/2010
S000630545|ECE|241|4|2009-2010|Spring|3|5/25/2010
S000630545|ECE|134|4|2010-2011|Fall|2|11/27/2010
S000630545|ECE|155|W|2010-2011|Fall|1|11/27/2010
S000630545|ECE|155|S|2010-2011|Fall|1|11/27/2010
S000630545|EDUC&|203|4|2010-2011|Winter|3|1/11/2011
S000630545|ECE|155|S|2010-2011|Winter|1|1/11/2011
S000656192|MATH|110|W|1988-1989|Spring|5|4/18/1989
S000656192|BRDGE|99|3|1988-1989|Spring|5|4/18/1989
S000656192|OFFAD|100|4|1988-1989|Spring|2|4/18/1989
S000656192|BRDGE|93|4|2009-2010|Spring|5|5/25/2010
S000656192|CIS|100|3.8|2009-2010|Spring|5|5/25/2010
S000656192|CIS|114|3|2009-2010|Spring|5|5/25/2010
S000656192|CCLS|100|S|2009-2010|Spring|2|5/25/2010
S000656192|CIS|125|4|2010-2011|Summer|5|7/10/2010
S000656192|CS|115|4|2010-2011|Summer|5|7/10/2010
S000656192|CIS|102|4|2010-2011|Summer|5|7/10/2010
S000656192|CIS|253|3.8|2010-2011|Fall|5|11/27/2010
S000656192|CIS|250|3.6|2010-2011|Fall|5|11/27/2010
S000656192|CIS|171|3.4|2010-2011|Fall|5|11/27/2010
S000656192|CIS|233|4|2010-2011|Winter|5|1/11/2011
S000656192|ENGL|100|3.4|2010-2011|Winter|5|1/11/2011
S000656192|CIS|172|4|2010-2011|Winter|3.5|1/11/2011
S000656192|CIS|172L|4|2010-2011|Winter|1.5|1/11/2011
S000673157|ACCT&|201|4|2009-2010|Fall|5|10/1/2009
S000673157|BSTEC|130|4|2009-2010|Fall|5|10/1/2009
S000673157|BSTEC|107|2.8|2009-2010|Fall|5|10/1/2009
S000673157|BSTEC|225|4|2009-2010|Winter|5|2/5/2010
S000673157|ACCT&|202|4|2009-2010|Winter|5|2/5/2010
S000673157|BSTEC|110|4|2009-2010|Winter|5|2/5/2010
S000673157|BSTEC|260|4|2009-2010|Spring|5|5/25/2010
S000673157|BSTEC|108|4|2009-2010|Spring|5|5/25/2010
S000673157|ACCT&|203|3.6|2009-2010|Spring|5|5/25/2010
S000673157|BUS|130|4|2010-2011|Summer|5|7/10/2010
S000673157|MGMT|270|3.8|2010-2011|Summer|5|7/10/2010
S000673157|BSTEC|226I|4|2010-2011|Summer|2|7/10/2010
S000673157|ACCT|214|3.5|2010-2011|Fall|5|11/27/2010
S000673157|ACCT|216|3.1|2010-2011|Fall|5|11/27/2010
S000673157|BSTEC|294|3.9|2010-2011|Fall|3|11/27/2010
S000673157|ACCT|215|S|2010-2011|Winter|5|1/11/2011
S000673157|BUS&|201|3.4|2010-2011|Winter|5|1/11/2011
S000673157|BUS|291|S|2010-2011|Winter|2|1/11/2011
S000718353|ENRGY|102|3.2|2010-2011|Winter|5|1/11/2011
S000718353|ENRGY|100|4|2010-2011|Winter|3|1/11/2011
S000718353|ENRGY|105|3.9|2010-2011|Winter|3|1/11/2011
S000718353|CIT|110|4|2010-2011|Winter|2|1/11/2011
S000755258|HORT|210|3.9|2009-2010|Summer|2|7/26/2009
S000755258|HORT|106|3.4|2009-2010|Fall|3|10/1/2009
S000755258|HORT|106|2.5|2009-2010|Fall|2|10/1/2009
S000755258|HORT|107|3.6|2009-2010|Winter|2|2/5/2010
S000755258|HORT|107|2.6|2009-2010|Winter|2|2/5/2010
S000755258|HORT|108|4|2009-2010|Spring|3|5/25/2010
S000755258|HORT|108L|3.7|2009-2010|Spring|2|5/25/2010
S000755258|HORT|204|4|2010-2011|Summer|2|7/10/2010
S000755258|HORT|269|3.8|2010-2011|Fall|3|11/27/2010
S000755258|HORT|224|3.8|2010-2011|Fall|3|11/27/2010
S000755258|HORT|262|3.6|2010-2011|Winter|6|1/11/2011
S000755258|HORT|117|3.5|2010-2011|Winter|3.5|1/11/2011
S000766773|FLED|90|S|1989-1990|Fall|1|10/23/1989
S000766773|MUSC&|142|4|2009-2010|Winter|5|2/5/2010
S000766773|MUSC&|143|4|2009-2010|Spring|5|5/25/2010
S000766773|MUSC|170|4|2009-2010|Spring|2|5/25/2010
S000766773|MUSC&|241|4|2010-2011|Fall|5|11/27/2010
S000766773|MUSC|150|3.5|2010-2011|Fall|1|11/27/2010
S000766773|MUSC&|242|4|2010-2011|Winter|5|1/11/2011
S000766773|MUSC|150|4|2010-2011|Winter|1|1/11/2011
S000767740|ABE|30|S|1989-1990|Fall|4|10/23/1989
S000767740|ABE|10|S|1989-1990|Fall|4|10/23/1989
S000767740|BRDGE|97|S|1989-1990|Winter|1|2/17/1990
S000767740|ABE|30|S|1989-1990|Winter|1|2/17/1990
S000767740|ABE|30|S|1989-1990|Winter|1|2/17/1990
S000767740|ABE|10|S|1989-1990|Winter|1|2/17/1990
S000767740|HLTH|105|S|2010-2011|Fall|4|11/27/2010
S000767740|BSTEC|104|3.2|2010-2011|Fall|3|11/27/2010
S000767740|JOBDV|130|4|2010-2011|Fall|2|11/27/2010
S000767740|BRDGE|108|3.3|2010-2011|Fall|2|11/27/2010
S000767740|SHS|170|4|2010-2011|Fall|1|11/27/2010
S000767740|AHE|110|1.1|2010-2011|Winter|5|1/11/2011
S000767740|BSTEC|100|3.1|2010-2011|Winter|4|1/11/2011
S000767740|SHS|107|4|2010-2011|Winter|2|1/11/2011
S000767740|BRDGE|107|2.9|2010-2011|Winter|1|1/11/2011
S000787046|ECE|115|2.8|2008-2009|Winter|5|1/15/2009
S000787046|ECE|237|4|2008-2009|Winter|3|1/15/2009
S000787046|ECE|234|3.6|2008-2009|Winter|3|1/15/2009
S000787046|ECE|134|3.3|2008-2009|Winter|2|1/15/2009
S000787046|ECE|255|3|2008-2009|Spring|5|5/26/2009
S000787046|ECE|239|2|2008-2009|Spring|4|5/26/2009
S000787046|ECE|243|2|2008-2009|Spring|3|5/26/2009
S000787046|BRDGE|93|2.3|2009-2010|Fall|5|10/1/2009
S000787046|ECE|216|2.2|2009-2010|Fall|5|10/1/2009
S000787046|ECE|236|1.9|2009-2010|Fall|3|10/1/2009
S000787046|BRDGE|90|4|2008-2009|Fall|5|11/8/2009
S000787046|BRDGE|110|3.5|2008-2009|Fall|5|11/8/2009
S000787046|ECE|218|S|2008-2009|Fall|4|11/8/2009
S000787046|ECE|210|V|2009-2010|Winter|5|2/5/2010
S000787046|ECE|120|2.5|2009-2010|Winter|5|2/5/2010
S000787046|ECE|238|2.2|2009-2010|Winter|3|2/5/2010
S000787046|ECE|208|3.1|2009-2010|Spring|5|5/25/2010
S000787046|ECE|280|2|2009-2010|Spring|4|5/25/2010
S000787046|ECE|241|2.5|2009-2010|Spring|3|5/25/2010
S000787046|ECE|209|4|2010-2011|Fall|5|11/27/2010
S000787046|ENGL|100|3.4|2010-2011|Fall|5|11/27/2010
S000787046|ECE|248|3|2010-2011|Fall|3|11/27/2010
S000787046|ECE|210|4|2010-2011|Winter|5|1/11/2011
S000787046|ECE|110|2|2010-2011|Winter|5|1/11/2011
S000787046|ECE|249|2.5|2010-2011|Winter|3|1/11/2011
S000857853|MATH|90|W|2010-2011|Summer|5|7/10/2010
S000857853|MATH|90|2|2010-2011|Fall|5|11/27/2010
S000857853|CHEM&|131|2.7|2010-2011|Winter|4|1/11/2011
S000857853|CHEM&|131L|2.7|2010-2011|Winter|1|1/11/2011
S000858753|GERM|101|3.7|2003-2004|Fall|5|11/1/2003
S000858753|ENGL|105|3.5|2003-2004|Fall|5|11/1/2003
S000858753|GERM|100|3.9|2003-2004|Fall|2|11/1/2003
S000858753|MATH|90|3.5|2003-2004|Winter|5|1/2/2004
S000858753|CMPSC|115|2|2003-2004|Winter|5|1/2/2004
S000858753|ENGL|205|3.2|2003-2004|Spring|5|5/26/2004
S000858753|CIS|114|2.8|2003-2004|Spring|5|5/26/2004
S000858753|PSYCH|100|1.1|2003-2004|Spring|5|5/26/2004
S000858753|HLTH|100|4|2003-2004|Spring|3|5/26/2004
S000858753|MUSIC|101|3.9|2004-2005|Fall|5|11/14/2004
S000858753|JOURN|125|0|2004-2005|Fall|5|11/14/2004
S000858753|CHEM|100|0|2004-2005|Fall|4|11/14/2004
S000858753|PE|114|4|2004-2005|Fall|1|11/14/2004
S000858753|CHEM|100L|0|2004-2005|Fall|1|11/14/2004
S000858753|GEOG|207|3.4|2004-2005|Winter|5|2/22/2005
S000858753|PHIL|100|3|2004-2005|Winter|5|2/22/2005
S000858753|HIST|105|1.9|2004-2005|Winter|5|2/22/2005
S000858753|PE|244|4|2004-2005|Winter|1|2/22/2005
S000858753|MATH|131|V|2004-2005|Spring|5|5/24/2005
S000858753|CMPSC|115|1.5|2004-2005|Spring|5|5/24/2005
S000858753|POLSC|104|0.8|2005-2006|Fall|5|11/13/2005
S000858753|BSTEC|100|V|2005-2006|Fall|4|11/13/2005
S000858753|CHEM|100|1|2005-2006|Fall|4|11/13/2005
S000858753|CHEM|100L|1|2005-2006|Fall|1|11/13/2005
S000858753|BUS|100|V|2005-2006|Winter|5|2/5/2006
S000858753|MATH|117|3|2005-2006|Winter|5|2/5/2006
S000858753|GEOL|100|0|2005-2006|Winter|5|2/5/2006
S000858753|COMM|101|3.1|2006-2007|Fall|5|10/28/2006
S000858753|VISCO|115|3.8|2006-2007|Fall|4|10/28/2006
S000858753|PHYS|100|2.9|2006-2007|Fall|4|10/28/2006
S000858753|VISCO|110|3.8|2006-2007|Fall|2|10/28/2006
S000858753|PHYS|100L|2.9|2006-2007|Fall|1|10/28/2006
S000858753|CIS|102|3.1|2009-2010|Winter|5|2/5/2010
S000858753|CIS|100|3|2009-2010|Winter|5|2/5/2010
S000858753|PE|102|4|2009-2010|Winter|2|2/5/2010
S000858753|CIS|125|3.4|2009-2010|Spring|5|5/25/2010
S000858753|CIS|250|3.1|2009-2010|Spring|5|5/25/2010
S000858753|CIS|162|3.6|2010-2011|Summer|5|7/10/2010
S000858753|CIS|241|2.2|2010-2011|Summer|5|7/10/2010
S000858753|CIS|171|3.9|2010-2011|Fall|5|11/27/2010
S000858753|CIS|161|3.6|2010-2011|Fall|5|11/27/2010
S000858753|CIS|233|3.7|2010-2011|Winter|5|1/11/2011
S000858753|CIS|251|3.5|2010-2011|Winter|5|1/11/2011
S000886961|ECE|155|S|1997-1998|Fall|0.5|10/14/1997
S000886961|BRDGE|90|4|2010-2011|Winter|5|1/11/2011
S000886961|MATH|60|4|2010-2011|Winter|5|1/11/2011
S000886961|PSYC&|100|2.3|2010-2011|Winter|5|1/11/2011
S000902021|ENRGY|102|1.2|2010-2011|Winter|5|1/11/2011
S000902021|ENRGY|105|V|2010-2011|Winter|3|1/11/2011
S000902021|ENRGY|100|2.6|2010-2011|Winter|3|1/11/2011
S000902021|CIT|110|I|2010-2011|Winter|2|1/11/2011
S000951428|PROF|90|missing data|2009-2010|Summer|0|7/26/2009
S000952024|HORT|108|3|2001-2002|Spring|3|4/16/2002
S000952024|HORT|108L|3|2001-2002|Spring|2|4/16/2002
S000952024|HORT|120|3.9|2002-2003|Fall|2|10/5/2002
S000952024|HORT|102|3.8|2002-2003|Winter|4|1/3/2003
S000952024|HORT|172|4|2008-2009|Spring|3|5/26/2009
S000952024|HORT|255|S|2008-2009|Spring|1|5/26/2009
S000952024|HORT|212|3.8|2009-2010|Summer|3.5|7/26/2009
S000952024|HORT|255|S|2009-2010|Summer|2|7/26/2009
S000952024|HORT|106|3.6|2009-2010|Fall|3|10/1/2009
S000952024|HORT|213|3.9|2009-2010|Fall|2.5|10/1/2009
S000952024|HORT|106|3|2009-2010|Fall|2|10/1/2009
S000952024|HORT|117|3.7|2009-2010|Winter|3.5|2/5/2010
S000952024|HORT|227|4|2009-2010|Winter|2|2/5/2010
S000952024|HORT|107|3.5|2009-2010|Winter|2|2/5/2010
S000952024|HORT|107|3|2009-2010|Winter|2|2/5/2010
S000952024|HORT|211|4|2009-2010|Spring|3.5|5/25/2010
S000952024|HORT|224|3.8|2010-2011|Fall|3|11/27/2010
S000952024|HORT|262|3.8|2010-2011|Winter|6|1/11/2011
S001003154|PCAPP|99|missing data|2003-2004|Spring|0|5/26/2004
S001003154|CIS|250|3.6|2010-2011|Fall|5|11/27/2010
S001003154|ENRGY|102|3.5|2010-2011|Winter|5|1/11/2011
S001003154|ENRGY|105|4|2010-2011|Winter|3|1/11/2011
S001003154|ENRGY|100|3.8|2010-2011|Winter|3|1/11/2011
S001003154|CIT|110|4|2010-2011|Winter|2|1/11/2011
S001053181|HORT|255|S|1996-1997|Spring|0.5|5/19/1997
S001053181|HORT|210|4|2001-2002|Fall|2|11/6/2001
S001053181|HORT|102|3.8|2001-2002|Winter|4|1/29/2002
S001053181|HORT|255|4|2001-2002|Winter|1|1/29/2002
S001053181|HORT|196|4|2001-2002|Spring|2|4/16/2002
S001053181|HORT|229|3.5|2002-2003|Fall|3|10/5/2002
S001053181|ENGL|100|3.7|2003-2004|Fall|5|11/1/2003
S001053181|ENGL|105|4|2003-2004|Winter|5|1/2/2004
S001053181|MATH|60|2.4|2003-2004|Spring|5|5/26/2004
S001053181|HORT|211|3.5|2004-2005|Spring|3.5|5/24/2005
S001053181|HORT|108|2.1|2004-2005|Spring|3|5/24/2005
S001053181|HORT|108|2.1|2004-2005|Spring|2|5/24/2005
S001053181|HORT|212|4|2005-2006|Summer|3.5|8/9/2005
S001053181|HORT|255|4|2005-2006|Summer|1|8/9/2005
S001053181|HORT|192|3.8|2005-2006|Summer|1|8/9/2005
S001053181|HORT|106|2.5|2005-2006|Fall|3|11/13/2005
S001053181|HORT|106|3.6|2005-2006|Fall|2|11/13/2005
S001053181|HORT|107|3.5|2005-2006|Winter|2|2/5/2006
S001053181|HORT|107|3.3|2005-2006|Winter|2|2/5/2006
S001053181|HORT|110|3.3|2005-2006|Spring|3|5/25/2006
S001053181|HORT|279|3|2005-2006|Spring|3|5/25/2006
S001053181|HORT|120|3.7|2005-2006|Spring|2|5/25/2006
S001053181|HORT|172|4|2006-2007|Summer|3|7/25/2006
S001053181|BUS|130I|3|2006-2007|Summer|2|7/25/2006
S001053181|HORT|118|3.5|2006-2007|Fall|5|10/28/2006
S001053181|HORT|269|2.6|2006-2007|Fall|3|10/28/2006
S001053181|HORT|117|3.9|2006-2007|Winter|3.5|2/14/2007
S001053181|HORT|109|3.8|2006-2007|Winter|3|2/14/2007
S001053181|HORT|109L|4|2006-2007|Winter|2|2/14/2007
S001053181|HORT|116|3.5|2006-2007|Spring|5|5/20/2007
S001053181|HORT|174|4|2006-2007|Spring|3|5/20/2007
S001053181|HORT|207|4|2007-2008|Summer|3|7/6/2007
S001053181|HORT|103|4|2007-2008|Summer|2.5|7/6/2007
S001053181|HORT|284|3.6|2007-2008|Fall|5|10/31/2007
S001053181|HORT|282|S|2007-2008|Fall|1|10/31/2007
S001053181|HORT|281|S|2007-2008|Fall|1|10/31/2007
S001053181|HORT|298|4|2007-2008|Winter|5|1/15/2008
S001053181|MGMT|100|3.5|2007-2008|Winter|5|1/15/2008
S001053181|HORT|283|S|2007-2008|Winter|1|1/15/2008
S001053181|HORT|287|4|2007-2008|Spring|2|4/18/2008
S001053181|HORT|224|3.7|2010-2011|Fall|3|11/27/2010
S001053181|HORT|262|3.6|2010-2011|Winter|6|1/11/2011
S001093676|ENGL&|101|3.4|2010-2011|Winter|5|1/11/2011
S001093676|JAPN&|121|2.8|2010-2011|Winter|5|1/11/2011
S001093676|MATH&|141|1|2010-2011|Winter|5|1/11/2011
S001093676|JAPN|100|0|2010-2011|Winter|2|1/11/2011
S001116845|EAP|98|3|2009-2010|Winter|10|2/5/2010
S001116845|BSTEC|100|2.9|2009-2010|Winter|4|2/5/2010
S001116845|EAP|100|2.7|2009-2010|Spring|10|5/25/2010
S001116845|BSTEC|129|2.7|2009-2010|Spring|3|5/25/2010
S001116845|EAP|121|2.5|2010-2011|Summer|5|7/10/2010
S001116845|BSTEC|130|0|2010-2011|Summer|5|7/10/2010
S001116845|EAP|102|2|2010-2011|Summer|1.5|7/10/2010
S001116845|MATH|90|3|2010-2011|Fall|5|11/27/2010
S001116845|EAP|131|2.7|2010-2011|Fall|5|11/27/2010
S001116845|BRDGE|88|3.9|2010-2011|Fall|2|11/27/2010
S001116845|ENGL|100|2.8|2010-2011|Winter|5|1/11/2011
S001116845|MATH&|141|0.7|2010-2011|Winter|5|1/11/2011
S001116845|WRITE|101|S|2010-2011|Winter|2|1/11/2011
S001118755|BUS|130|4|2009-2010|Winter|5|2/5/2010
S001118755|ACCT|101|4|2009-2010|Winter|5|2/5/2010
S001118755|CIS|100|4|2009-2010|Winter|5|2/5/2010
S001118755|MGMT|270|4|2009-2010|Spring|5|5/25/2010
S001118755|ACCT&|201|4|2009-2010|Spring|5|5/25/2010
S001118755|BSTEC|110|4|2009-2010|Spring|5|5/25/2010
S001118755|BSTEC|224|4|2010-2011|Summer|5|7/10/2010
S001118755|ACCT&|202|4|2010-2011|Summer|5|7/10/2010
S001118755|BSTEC|294|4|2010-2011|Summer|3|7/10/2010
S001118755|ACCT|216|4|2010-2011|Fall|5|11/27/2010
S001118755|ACCT|214|4|2010-2011|Fall|5|11/27/2010
S001118755|ACCT&|203|4|2010-2011|Fall|5|11/27/2010
S001118755|ACCT|215|S|2010-2011|Winter|5|1/11/2011
S001118755|BSTEC|245|4|2010-2011|Winter|5|1/11/2011
S001118755|BSTEC|225|4|2010-2011|Winter|5|1/11/2011
S001118755|BUS|291|S|2010-2011|Winter|1|1/11/2011
S001179658|MUSIC|126|4|1991-1992|Spring|5|6/2/1992
S001179658|MUSIC|128|4|1992-1993|Fall|3|10/5/1992
S001179658|MUSIC|200|3.2|1992-1993|Fall|2|10/5/1992
S001179658|ART|225|4|2002-2003|Fall|5|10/5/2002
S001179658|CMPSC|115|3.3|2002-2003|Fall|5|10/5/2002
S001179658|JOBDV|130|S|2002-2003|Fall|1|10/5/2002
S001179658|BRDGE|112|4|2002-2003|Fall|1|10/5/2002
S001179658|CIS|241|4|2002-2003|Winter|5|1/3/2003
S001179658|CMPSC|161|4|2002-2003|Winter|5|1/3/2003
S001179658|CMPSC|142|2.8|2002-2003|Winter|5|1/3/2003
S001179658|CMPSC|162|4|2002-2003|Spring|5|1/3/2003
S001179658|CMPSC|120|4|2002-2003|Spring|5|1/3/2003
S001179658|CMPSC|143|1.2|2002-2003|Spring|5|1/3/2003
S001179658|CMPSC|145|4|2003-2004|Summer|5|8/2/2003
S001179658|BSTEC|130|4|2003-2004|Summer|5|8/2/2003
S001179658|CMPSC|170|2.8|2003-2004|Summer|5|8/2/2003
S001179658|CMPSC|194|4|2003-2004|Fall|5|11/1/2003
S001179658|CMPSC|271|3.4|2003-2004|Fall|5|11/1/2003
S001179658|MUSIC|127|4|2003-2004|Fall|3|11/1/2003
S001179658|MUSIC|200|4|2003-2004|Fall|2|11/1/2003
S001179658|CIS|161|4|2003-2004|Winter|5|1/2/2004
S001179658|CMPSC|172|3.9|2003-2004|Winter|5|1/2/2004
S001179658|CMPSC|273|3.6|2003-2004|Winter|5|1/2/2004
S001179658|CMPSC|290|4|2003-2004|Spring|5|5/26/2004
S001179658|CMPSC|274|1.9|2003-2004|Spring|5|5/26/2004
S001179658|BSTEC|294|4|2003-2004|Spring|3|5/26/2004
S001179658|CIS|260|4|2010-2011|Fall|5|11/27/2010
S001179658|CIS|250|4|2010-2011|Fall|5|11/27/2010
S001179658|MGMT|100|4|2010-2011|Fall|5|11/27/2010
S001179658|CIS|242|4|2010-2011|Winter|5|1/11/2011
S001179658|CIS|233|4|2010-2011|Winter|5|1/11/2011
S001179658|CIS|251|3.8|2010-2011|Winter|5|1/11/2011
